Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income,Per_Capita_Income,Age_Group,Experience_Group,Is_Anomaly
31,Bachelor's,Education,3,Urban,19,Married,Full-time,4,Own,Single-family home,Male,Car,68326,17081.5,30–39,16+ yrs,Yes
64,Master's,Technology,1,Urban,35,Single,Full-time,1,Own,Apartment,Female,Walking,65120,65120,60–70,16+ yrs,No
25,Bachelor's,Technology,2,Rural,12,Married,Part-time,3,Own,Single-family home,Male,Car,602178,200726,18–29,11–15 yrs,Yes
32,Master's,Technology,3,Urban,38,Single,Part-time,2,Rent,Townhouse,Female,Public transit,64920,32460,30–39,16+ yrs,Yes
44,Bachelor's,Technology,4,Urban,3,Single,Part-time,2,Own,Single-family home,Female,Public transit,351401,175700.5,40–49,0–5 yrs,Yes
30,High School,Others,5,Urban,27,Married,Self-employed,2,Rent,Apartment,Female,Public transit,67732,33866,30–39,16+ yrs,Yes
66,Bachelor's,Healthcare,2,Urban,39,Single,Full-time,4,Rent,Apartment,Female,Public transit,451050,112762.5,60–70,16+ yrs,No
48,High School,Healthcare,0,Suburban,42,Married,Full-time,7,Own,Townhouse,Male,Car,68448,9778.285714,40–49,16+ yrs,Yes
70,Bachelor's,Finance,0,Suburban,50,Married,Part-time,7,Own,Apartment,Male,Walking,72222,10317.42857,60–70,16+ yrs,No
52,High School,Healthcare,2,Urban,6,Married,Self-employed,4,Rent,Apartment,Male,Public transit,73784,18446,50–59,6–10 yrs,No
23,Master's,Technology,5,Rural,8,Married,Part-time,5,Own,Single-family home,Female,Public transit,223583,44716.6,18–29,6–10 yrs,No
22,Bachelor's,Technology,5,Urban,21,Married,Part-time,3,Rent,Townhouse,Male,Public transit,907568,302522.6667,18–29,16+ yrs,Yes
39,Master's,Education,4,Urban,3,Single,Part-time,1,Rent,Apartment,Male,Public transit,73618,73618,30–39,0–5 yrs,Yes
66,Doctorate,Others,0,Rural,35,Divorced,Full-time,1,Own,Townhouse,Male,Car,66472,66472,60–70,16+ yrs,No
40,Master's,Healthcare,0,Urban,32,Single,Full-time,5,Own,Townhouse,Female,Public transit,548084,109616.8,40–49,16+ yrs,Yes
42,Doctorate,Healthcare,3,Urban,5,Single,Full-time,1,Rent,Single-family home,Female,Public transit,73010,73010,40–49,0–5 yrs,Yes
51,Bachelor's,Healthcare,1,Urban,2,Single,Full-time,3,Rent,Townhouse,Male,Public transit,63902,21300.66667,50–59,0–5 yrs,No
43,High School,Healthcare,4,Suburban,34,Divorced,Full-time,1,Rent,Townhouse,Male,Car,2774288,2774288,40–49,16+ yrs,Yes
64,Master's,Education,3,Rural,32,Married,Self-employed,3,Rent,Apartment,Female,Biking,339607,113202.3333,60–70,16+ yrs,No
22,Master's,Technology,1,Urban,6,Single,Full-time,4,Own,Townhouse,Female,Public transit,71860,17965,18–29,6–10 yrs,No
43,Master's,Finance,0,Urban,40,Single,Full-time,7,Rent,Single-family home,Female,Car,72218,10316.85714,40–49,16+ yrs,Yes
37,Bachelor's,Finance,1,Urban,34,Single,Full-time,4,Rent,Single-family home,Male,Biking,73872,18468,30–39,16+ yrs,Yes
23,Bachelor's,Healthcare,0,Suburban,46,Married,Part-time,3,Rent,Townhouse,Male,Car,73358,24452.66667,18–29,16+ yrs,Yes
23,High School,Healthcare,5,Urban,2,Single,Part-time,7,Own,Apartment,Female,Car,2836325,405189.2857,18–29,0–5 yrs,No
67,Master's,Others,3,Suburban,42,Married,Part-time,7,Rent,Single-family home,Male,Biking,207947,29706.71429,60–70,16+ yrs,No
35,High School,Healthcare,0,Suburban,17,Married,Full-time,6,Rent,Apartment,Male,Public transit,64685,10780.83333,30–39,16+ yrs,No
21,High School,Others,1,Urban,2,Married,Part-time,3,Own,Townhouse,Male,Public transit,173408,57802.66667,18–29,0–5 yrs,No
34,Bachelor's,Finance,3,Urban,38,Married,Part-time,4,Rent,Apartment,Female,Public transit,581868,145467,30–39,16+ yrs,Yes
31,Bachelor's,Others,1,Urban,26,Single,Part-time,3,Own,Apartment,Female,Walking,9121109,3040369.667,30–39,16+ yrs,Yes
31,High School,Education,1,Urban,8,Single,Full-time,5,Own,Apartment,Female,Car,789178,157835.6,30–39,6–10 yrs,No
30,Master's,Healthcare,2,Urban,16,Married,Full-time,4,Own,Single-family home,Female,Public transit,73536,18384,30–39,16+ yrs,Yes
24,Master's,Technology,0,Urban,40,Married,Self-employed,1,Own,Apartment,Male,Walking,486894,486894,18–29,16+ yrs,Yes
61,Bachelor's,Finance,0,Urban,41,Married,Part-time,4,Rent,Townhouse,Male,Car,70518,17629.5,60–70,16+ yrs,No
32,Bachelor's,Healthcare,1,Urban,44,Married,Self-employed,1,Own,Single-family home,Male,Car,293279,293279,30–39,16+ yrs,Yes
36,Doctorate,Finance,5,Suburban,4,Married,Full-time,1,Rent,Single-family home,Female,Public transit,66358,66358,30–39,0–5 yrs,Yes
60,High School,Healthcare,0,Suburban,45,Single,Full-time,5,Rent,Townhouse,Female,Biking,67818,13563.6,60–70,16+ yrs,No
64,Master's,Technology,4,Rural,3,Married,Full-time,4,Own,Apartment,Female,Car,33767,8441.75,60–70,0–5 yrs,No
61,High School,Others,5,Urban,13,Single,Full-time,4,Rent,Single-family home,Female,Car,69292,17323,60–70,11–15 yrs,Yes
52,Bachelor's,Healthcare,5,Urban,28,Married,Part-time,5,Own,Townhouse,Female,Car,67580,13516,50–59,16+ yrs,No
34,Bachelor's,Healthcare,5,Urban,10,Single,Part-time,7,Own,Single-family home,Female,Public transit,1930425,275775,30–39,6–10 yrs,No
52,Master's,Healthcare,0,Urban,21,Single,Full-time,4,Own,Single-family home,Female,Biking,70700,17675,50–59,16+ yrs,No
36,High School,Healthcare,5,Urban,41,Married,Full-time,7,Rent,Apartment,Female,Car,47686,6812.285714,30–39,16+ yrs,Yes
37,High School,Healthcare,5,Urban,4,Single,Full-time,1,Own,Apartment,Male,Car,70880,70880,30–39,0–5 yrs,Yes
53,Bachelor's,Healthcare,3,Urban,11,Single,Self-employed,6,Rent,Townhouse,Female,Biking,4164811,694135.1667,50–59,11–15 yrs,No
52,Bachelor's,Healthcare,0,Urban,20,Divorced,Full-time,6,Own,Townhouse,Female,Walking,74556,12426,50–59,16+ yrs,No
49,Bachelor's,Finance,5,Urban,14,Married,Full-time,7,Own,Single-family home,Male,Car,68748,9821.142857,40–49,11–15 yrs,No
65,Bachelor's,Others,4,Urban,23,Married,Full-time,3,Rent,Townhouse,Female,Public transit,367797,122599,60–70,16+ yrs,Yes
61,Bachelor's,Education,5,Urban,12,Married,Part-time,6,Rent,Single-family home,Female,Car,5222454,870409,60–70,11–15 yrs,No
57,High School,Healthcare,1,Suburban,31,Married,Self-employed,6,Rent,Apartment,Female,Car,2136327,356054.5,50–59,16+ yrs,No
41,High School,Healthcare,0,Urban,25,Single,Full-time,5,Own,Apartment,Female,Public transit,71764,14352.8,40–49,16+ yrs,No
34,Bachelor's,Finance,3,Urban,39,Married,Full-time,6,Own,Townhouse,Female,Biking,1844105,307350.8333,30–39,16+ yrs,Yes
24,Bachelor's,Technology,4,Urban,25,Married,Full-time,5,Rent,Townhouse,Male,Car,71718,14343.6,18–29,16+ yrs,Yes
60,High School,Others,2,Urban,35,Married,Full-time,7,Own,Single-family home,Female,Public transit,69514,9930.571429,60–70,16+ yrs,No
67,High School,Healthcare,1,Suburban,44,Single,Full-time,3,Own,Apartment,Male,Public transit,70328,23442.66667,60–70,16+ yrs,No
18,Bachelor's,Finance,1,Urban,29,Single,Full-time,1,Own,Townhouse,Female,Biking,5641383,5641383,18–29,16+ yrs,Yes
52,High School,Technology,1,Suburban,46,Single,Self-employed,3,Rent,Apartment,Male,Biking,69334,23111.33333,50–59,16+ yrs,Yes
49,Bachelor's,Others,4,Urban,8,Married,Self-employed,4,Rent,Single-family home,Male,Public transit,72438,18109.5,40–49,6–10 yrs,No
53,Bachelor's,Technology,0,Urban,23,Single,Self-employed,3,Own,Townhouse,Female,Biking,8430829,2810276.333,50–59,16+ yrs,No
30,High School,Education,0,Rural,37,Married,Part-time,5,Own,Single-family home,Male,Car,569307,113861.4,30–39,16+ yrs,Yes
23,High School,Technology,5,Suburban,17,Divorced,Full-time,2,Rent,Single-family home,Female,Public transit,124822,62411,18–29,16+ yrs,Yes
31,Master's,Finance,5,Urban,8,Married,Full-time,4,Own,Apartment,Male,Public transit,73766,18441.5,30–39,6–10 yrs,Yes
54,Master's,Healthcare,0,Suburban,21,Divorced,Part-time,7,Rent,Apartment,Male,Biking,122468,17495.42857,50–59,16+ yrs,No
65,Bachelor's,Healthcare,5,Urban,37,Single,Part-time,6,Own,Apartment,Male,Car,68294,11382.33333,60–70,16+ yrs,No
32,Bachelor's,Education,0,Urban,20,Married,Part-time,6,Own,Single-family home,Female,Public transit,65818,10969.66667,30–39,16+ yrs,Yes
64,Master's,Healthcare,1,Urban,6,Married,Part-time,7,Own,Townhouse,Male,Public transit,73598,10514,60–70,6–10 yrs,No
21,Master's,Education,2,Rural,11,Single,Self-employed,6,Own,Single-family home,Male,Public transit,4426165,737694.1667,18–29,11–15 yrs,Yes
57,Bachelor's,Others,1,Urban,35,Single,Part-time,3,Own,Apartment,Male,Car,69550,23183.33333,50–59,16+ yrs,No
33,High School,Technology,5,Suburban,10,Married,Full-time,3,Own,Single-family home,Male,Public transit,3638478,1212826,30–39,6–10 yrs,Yes
45,Bachelor's,Technology,2,Urban,2,Married,Full-time,1,Own,Apartment,Male,Biking,389807,389807,40–49,0–5 yrs,Yes
33,Bachelor's,Technology,2,Urban,26,Married,Full-time,7,Rent,Single-family home,Male,Car,7970986,1138712.286,30–39,16+ yrs,Yes
21,Bachelor's,Finance,0,Suburban,6,Married,Part-time,4,Rent,Townhouse,Male,Public transit,2971322,742830.5,18–29,6–10 yrs,No
62,Bachelor's,Others,3,Urban,1,Married,Full-time,1,Own,Apartment,Female,Biking,9968165,9968165,60–70,0–5 yrs,Yes
43,Master's,Technology,4,Urban,9,Single,Full-time,5,Rent,Single-family home,Female,Car,622558,124511.6,40–49,6–10 yrs,No
45,Bachelor's,Technology,3,Urban,2,Married,Self-employed,5,Own,Apartment,Male,Car,4232941,846588.2,40–49,0–5 yrs,No
49,High School,Education,2,Suburban,16,Married,Full-time,1,Own,Apartment,Male,Walking,273356,273356,40–49,16+ yrs,Yes
62,High School,Education,3,Urban,42,Single,Full-time,4,Own,Apartment,Male,Biking,73020,18255,60–70,16+ yrs,No
19,Bachelor's,Education,5,Urban,0,Divorced,Full-time,1,Own,Apartment,Male,Public transit,74840,74840,18–29,0–5 yrs,Yes
48,High School,Education,2,Urban,33,Married,Self-employed,6,Own,Single-family home,Male,Biking,75038,12506.33333,40–49,16+ yrs,No
20,Bachelor's,Technology,1,Rural,12,Married,Self-employed,1,Own,Townhouse,Female,Car,70620,70620,18–29,11–15 yrs,Yes
25,Bachelor's,Technology,5,Urban,13,Married,Part-time,4,Own,Apartment,Female,Biking,3550214,887553.5,18–29,11–15 yrs,Yes
41,Bachelor's,Healthcare,1,Suburban,16,Divorced,Part-time,5,Rent,Single-family home,Female,Public transit,136842,27368.4,40–49,16+ yrs,No
32,Doctorate,Others,5,Suburban,33,Single,Self-employed,2,Own,Single-family home,Female,Car,212582,106291,30–39,16+ yrs,Yes
60,Bachelor's,Education,0,Urban,16,Married,Full-time,1,Own,Apartment,Male,Car,74402,74402,60–70,16+ yrs,No
48,High School,Technology,5,Urban,50,Single,Full-time,6,Own,Single-family home,Male,Public transit,75380,12563.33333,40–49,16+ yrs,Yes
26,High School,Finance,4,Urban,40,Single,Full-time,6,Own,Apartment,Female,Public transit,69112,11518.66667,18–29,16+ yrs,Yes
56,Bachelor's,Technology,1,Urban,24,Single,Full-time,1,Own,Apartment,Male,Biking,69398,69398,50–59,16+ yrs,No
62,High School,Education,5,Urban,43,Married,Full-time,3,Own,Apartment,Female,Car,68902,22967.33333,60–70,16+ yrs,Yes
19,Bachelor's,Finance,4,Suburban,29,Married,Self-employed,4,Own,Apartment,Female,Walking,73754,18438.5,18–29,16+ yrs,Yes
25,High School,Healthcare,0,Urban,47,Married,Full-time,3,Own,Apartment,Female,Biking,69020,23006.66667,18–29,16+ yrs,Yes
24,Bachelor's,Technology,5,Urban,35,Married,Self-employed,5,Own,Single-family home,Male,Walking,37249,7449.8,18–29,16+ yrs,Yes
61,Master's,Healthcare,4,Urban,10,Divorced,Part-time,3,Own,Apartment,Female,Car,1472444,490814.6667,60–70,6–10 yrs,Yes
68,High School,Technology,5,Urban,20,Married,Full-time,4,Own,Single-family home,Female,Car,74598,18649.5,60–70,16+ yrs,Yes
56,Bachelor's,Healthcare,1,Urban,19,Single,Self-employed,1,Rent,Apartment,Female,Biking,1085439,1085439,50–59,16+ yrs,No
59,Bachelor's,Finance,1,Suburban,28,Single,Part-time,1,Rent,Apartment,Female,Car,1382157,1382157,50–59,16+ yrs,No
33,Master's,Healthcare,3,Urban,3,Single,Part-time,2,Own,Townhouse,Female,Public transit,7144540,3572270,30–39,0–5 yrs,Yes
52,Bachelor's,Others,3,Urban,33,Single,Full-time,5,Own,Apartment,Female,Public transit,73700,14740,50–59,16+ yrs,No
47,Bachelor's,Others,5,Suburban,41,Single,Part-time,1,Own,Townhouse,Female,Car,70620,70620,40–49,16+ yrs,Yes
27,Master's,Education,3,Urban,40,Married,Full-time,3,Own,Single-family home,Male,Car,69444,23148,18–29,16+ yrs,Yes
55,Bachelor's,Education,5,Suburban,16,Single,Full-time,2,Rent,Apartment,Female,Public transit,68986,34493,50–59,16+ yrs,Yes
35,Bachelor's,Finance,5,Urban,11,Single,Full-time,2,Own,Single-family home,Male,Public transit,66752,33376,30–39,11–15 yrs,Yes
67,High School,Healthcare,4,Suburban,3,Single,Full-time,7,Rent,Apartment,Female,Car,103210,14744.28571,60–70,0–5 yrs,No
22,Master's,Healthcare,1,Urban,40,Married,Part-time,5,Own,Single-family home,Male,Public transit,73002,14600.4,18–29,16+ yrs,Yes
70,Master's,Healthcare,0,Urban,13,Married,Part-time,2,Rent,Apartment,Female,Public transit,37467,18733.5,60–70,11–15 yrs,No
46,Doctorate,Technology,2,Urban,3,Divorced,Full-time,6,Own,Apartment,Female,Car,69434,11572.33333,40–49,0–5 yrs,No
56,Master's,Healthcare,1,Urban,33,Married,Part-time,4,Rent,Apartment,Male,Walking,253020,63255,50–59,16+ yrs,No
51,Master's,Healthcare,3,Suburban,17,Married,Full-time,3,Rent,Single-family home,Female,Biking,930758,310252.6667,50–59,16+ yrs,No
60,Bachelor's,Technology,5,Urban,12,Married,Full-time,2,Rent,Townhouse,Male,Car,1741119,870559.5,60–70,11–15 yrs,Yes
62,Master's,Healthcare,3,Urban,9,Married,Full-time,1,Own,Single-family home,Male,Car,73800,73800,60–70,6–10 yrs,Yes
40,Bachelor's,Healthcare,4,Urban,13,Married,Part-time,3,Own,Townhouse,Male,Walking,70980,23660,40–49,11–15 yrs,Yes
22,Bachelor's,Others,3,Urban,8,Married,Part-time,5,Rent,Apartment,Male,Public transit,123744,24748.8,18–29,6–10 yrs,Yes
47,Bachelor's,Technology,4,Urban,42,Married,Full-time,2,Own,Single-family home,Male,Public transit,68998,34499,40–49,16+ yrs,Yes
23,Bachelor's,Education,0,Urban,19,Divorced,Full-time,3,Rent,Single-family home,Male,Car,356733,118911,18–29,16+ yrs,Yes
63,Master's,Healthcare,5,Urban,0,Single,Full-time,1,Own,Single-family home,Male,Biking,74586,74586,60–70,0–5 yrs,Yes
61,Bachelor's,Technology,3,Urban,43,Married,Part-time,2,Rent,Single-family home,Male,Car,1956590,978295,60–70,16+ yrs,Yes
21,High School,Healthcare,4,Rural,28,Single,Self-employed,5,Rent,Apartment,Male,Biking,76818,15363.6,18–29,16+ yrs,Yes
46,High School,Others,3,Urban,16,Married,Part-time,5,Own,Apartment,Female,Car,89930,17986,40–49,16+ yrs,No
40,Master's,Technology,4,Urban,48,Single,Full-time,7,Rent,Single-family home,Male,Biking,65722,9388.857143,40–49,16+ yrs,Yes
23,Bachelor's,Others,5,Urban,7,Married,Part-time,5,Own,Single-family home,Male,Car,142367,28473.4,18–29,6–10 yrs,No
49,Bachelor's,Finance,5,Suburban,16,Married,Self-employed,6,Rent,Apartment,Male,Walking,2303322,383887,40–49,16+ yrs,No
59,Bachelor's,Technology,1,Urban,20,Married,Self-employed,2,Rent,Apartment,Female,Car,9119419,4559709.5,50–59,16+ yrs,No
35,Bachelor's,Technology,4,Urban,24,Married,Self-employed,2,Own,Apartment,Female,Public transit,66714,33357,30–39,16+ yrs,Yes
32,High School,Finance,2,Urban,19,Married,Part-time,2,Own,Single-family home,Male,Biking,74048,37024,30–39,16+ yrs,Yes
57,Bachelor's,Technology,0,Urban,24,Married,Full-time,1,Own,Townhouse,Female,Public transit,339329,339329,50–59,16+ yrs,No
49,Master's,Healthcare,1,Urban,20,Married,Self-employed,6,Own,Apartment,Male,Public transit,67312,11218.66667,40–49,16+ yrs,No
26,Bachelor's,Technology,0,Suburban,12,Married,Self-employed,7,Own,Townhouse,Male,Walking,70508,10072.57143,18–29,11–15 yrs,Yes
54,Bachelor's,Healthcare,1,Urban,12,Married,Full-time,5,Own,Single-family home,Male,Car,69794,13958.8,50–59,11–15 yrs,No
27,High School,Finance,3,Urban,46,Single,Part-time,3,Own,Apartment,Female,Public transit,66974,22324.66667,18–29,16+ yrs,Yes
37,Bachelor's,Technology,4,Suburban,49,Married,Self-employed,6,Own,Apartment,Male,Public transit,71452,11908.66667,30–39,16+ yrs,Yes
23,High School,Others,3,Urban,29,Single,Self-employed,3,Rent,Single-family home,Male,Public transit,327505,109168.3333,18–29,16+ yrs,Yes
65,Bachelor's,Technology,0,Urban,12,Single,Part-time,2,Own,Apartment,Male,Car,74622,37311,60–70,11–15 yrs,No
20,Bachelor's,Finance,5,Urban,39,Married,Part-time,5,Own,Single-family home,Female,Car,66648,13329.6,18–29,16+ yrs,Yes
59,Master's,Healthcare,0,Rural,6,Married,Part-time,7,Own,Apartment,Female,Car,53057,7579.571429,50–59,6–10 yrs,No
28,Bachelor's,Education,1,Urban,50,Single,Part-time,5,Rent,Apartment,Female,Car,55506,11101.2,18–29,16+ yrs,Yes
60,Bachelor's,Others,0,Urban,41,Married,Full-time,2,Rent,Apartment,Male,Car,340617,170308.5,60–70,16+ yrs,No
34,Bachelor's,Finance,4,Urban,11,Single,Full-time,1,Own,Single-family home,Female,Car,72928,72928,30–39,11–15 yrs,Yes
49,Bachelor's,Technology,0,Urban,1,Divorced,Part-time,3,Own,Apartment,Female,Car,151535,50511.66667,40–49,0–5 yrs,No
21,High School,Healthcare,3,Urban,13,Married,Full-time,3,Rent,Apartment,Male,Public transit,75232,25077.33333,18–29,11–15 yrs,Yes
21,Bachelor's,Technology,5,Suburban,41,Married,Part-time,4,Own,Apartment,Female,Biking,68794,17198.5,18–29,16+ yrs,Yes
34,Master's,Others,4,Urban,16,Married,Full-time,7,Own,Apartment,Male,Public transit,6216985,888140.7143,30–39,16+ yrs,No
58,High School,Healthcare,0,Suburban,12,Single,Part-time,2,Rent,Single-family home,Male,Biking,72618,36309,50–59,11–15 yrs,No
36,Bachelor's,Finance,2,Urban,0,Divorced,Part-time,3,Own,Single-family home,Female,Car,65638,21879.33333,30–39,0–5 yrs,No
22,Master's,Education,2,Rural,46,Married,Self-employed,7,Own,Single-family home,Female,Public transit,66156,9450.857143,18–29,16+ yrs,Yes
49,Bachelor's,Healthcare,5,Rural,0,Married,Part-time,3,Own,Townhouse,Male,Public transit,71150,23716.66667,40–49,0–5 yrs,Yes
39,Master's,Finance,3,Urban,46,Married,Part-time,1,Rent,Apartment,Female,Car,3668164,3668164,30–39,16+ yrs,Yes
23,Bachelor's,Healthcare,1,Urban,25,Married,Full-time,6,Rent,Apartment,Male,Walking,398620,66436.66667,18–29,16+ yrs,Yes
52,Bachelor's,Healthcare,1,Suburban,46,Single,Full-time,2,Own,Single-family home,Male,Car,70280,35140,50–59,16+ yrs,Yes
39,Bachelor's,Finance,5,Urban,45,Single,Full-time,2,Rent,Townhouse,Male,Biking,72878,36439,30–39,16+ yrs,Yes
18,Master's,Finance,0,Urban,12,Married,Self-employed,6,Rent,Single-family home,Female,Public transit,71194,11865.66667,18–29,11–15 yrs,Yes
37,Master's,Healthcare,4,Rural,33,Single,Part-time,7,Own,Single-family home,Male,Public transit,2541303,363043.2857,30–39,16+ yrs,Yes
39,High School,Others,5,Urban,39,Married,Full-time,6,Own,Apartment,Male,Biking,6984171,1164028.5,30–39,16+ yrs,Yes
65,Bachelor's,Healthcare,1,Urban,8,Married,Part-time,6,Own,Single-family home,Female,Public transit,75348,12558,60–70,6–10 yrs,No
28,High School,Others,2,Suburban,50,Single,Full-time,7,Own,Single-family home,Male,Car,71868,10266.85714,18–29,16+ yrs,Yes
30,High School,Finance,1,Urban,18,Married,Full-time,3,Own,Single-family home,Female,Public transit,71312,23770.66667,30–39,16+ yrs,Yes
59,Bachelor's,Education,2,Urban,22,Married,Full-time,3,Own,Apartment,Male,Car,73986,24662,50–59,16+ yrs,No
20,Bachelor's,Healthcare,1,Urban,40,Married,Full-time,7,Rent,Apartment,Female,Public transit,1434300,204900,18–29,16+ yrs,Yes
26,High School,Education,3,Urban,27,Single,Full-time,5,Rent,Single-family home,Male,Public transit,46476,9295.2,18–29,16+ yrs,Yes
29,High School,Healthcare,5,Rural,29,Single,Self-employed,4,Own,Single-family home,Female,Biking,6552817,1638204.25,18–29,16+ yrs,Yes
40,Bachelor's,Technology,4,Rural,6,Divorced,Part-time,6,Rent,Apartment,Male,Biking,1103570,183928.3333,40–49,6–10 yrs,No
31,Doctorate,Education,5,Urban,13,Single,Part-time,3,Own,Apartment,Female,Walking,71932,23977.33333,30–39,11–15 yrs,Yes
50,Master's,Healthcare,0,Suburban,1,Single,Part-time,2,Rent,Single-family home,Female,Public transit,66012,33006,50–59,0–5 yrs,No
35,High School,Finance,2,Urban,11,Divorced,Full-time,5,Own,Townhouse,Male,Public transit,74862,14972.4,30–39,11–15 yrs,No
66,Master's,Healthcare,1,Urban,42,Married,Self-employed,7,Rent,Apartment,Female,Public transit,65530,9361.428571,60–70,16+ yrs,No
58,Bachelor's,Technology,0,Urban,48,Married,Self-employed,1,Rent,Apartment,Female,Biking,72794,72794,50–59,16+ yrs,Yes
26,Master's,Healthcare,2,Urban,1,Single,Part-time,2,Rent,Single-family home,Female,Walking,534015,267007.5,18–29,0–5 yrs,No
40,Bachelor's,Finance,5,Urban,27,Single,Full-time,5,Own,Apartment,Female,Car,71550,14310,40–49,16+ yrs,Yes
27,Bachelor's,Technology,2,Urban,27,Single,Self-employed,6,Own,Townhouse,Female,Car,2659772,443295.3333,18–29,16+ yrs,Yes
36,Master's,Finance,3,Urban,11,Married,Full-time,2,Rent,Townhouse,Male,Car,70436,35218,30–39,11–15 yrs,Yes
64,High School,Healthcare,1,Urban,29,Single,Part-time,6,Rent,Single-family home,Female,Public transit,190064,31677.33333,60–70,16+ yrs,No
22,Master's,Healthcare,5,Rural,46,Single,Full-time,2,Rent,Single-family home,Male,Biking,3433502,1716751,18–29,16+ yrs,Yes
64,Master's,Healthcare,0,Rural,39,Single,Full-time,2,Own,Single-family home,Male,Public transit,72608,36304,60–70,16+ yrs,No
69,Doctorate,Healthcare,1,Suburban,39,Married,Self-employed,3,Own,Apartment,Male,Biking,6329045,2109681.667,60–70,16+ yrs,No
40,Bachelor's,Healthcare,5,Urban,21,Married,Self-employed,3,Own,Apartment,Female,Biking,66532,22177.33333,40–49,16+ yrs,Yes
47,High School,Technology,1,Urban,17,Married,Self-employed,4,Own,Apartment,Male,Car,74676,18669,40–49,16+ yrs,No
42,Bachelor's,Technology,4,Urban,13,Single,Full-time,1,Own,Apartment,Female,Car,74762,74762,40–49,11–15 yrs,Yes
45,Doctorate,Finance,2,Urban,24,Married,Full-time,1,Own,Single-family home,Female,Public transit,70848,70848,40–49,16+ yrs,Yes
51,Bachelor's,Education,2,Urban,9,Married,Self-employed,3,Rent,Single-family home,Female,Public transit,115024,38341.33333,50–59,6–10 yrs,No
62,Bachelor's,Technology,4,Urban,35,Married,Full-time,2,Rent,Single-family home,Female,Public transit,7211256,3605628,60–70,16+ yrs,Yes
65,Bachelor's,Others,4,Urban,47,Divorced,Part-time,2,Own,Apartment,Female,Public transit,5199910,2599955,60–70,16+ yrs,Yes
64,Bachelor's,Technology,1,Suburban,47,Single,Full-time,7,Rent,Single-family home,Female,Car,74282,10611.71429,60–70,16+ yrs,No
42,High School,Technology,2,Urban,48,Married,Full-time,6,Rent,Apartment,Male,Public transit,1410141,235023.5,40–49,16+ yrs,Yes
27,Bachelor's,Others,0,Urban,8,Married,Self-employed,5,Rent,Single-family home,Female,Public transit,264298,52859.6,18–29,6–10 yrs,No
31,Master's,Others,3,Urban,10,Single,Full-time,6,Own,Apartment,Male,Biking,3226293,537715.5,30–39,6–10 yrs,No
59,High School,Education,5,Urban,26,Single,Part-time,6,Rent,Apartment,Female,Biking,718096,119682.6667,50–59,16+ yrs,No
63,Master's,Technology,4,Urban,12,Divorced,Full-time,5,Own,Apartment,Male,Car,65770,13154,60–70,11–15 yrs,No
47,Bachelor's,Technology,0,Urban,0,Single,Full-time,5,Rent,Apartment,Female,Public transit,70224,14044.8,40–49,0–5 yrs,No
58,Bachelor's,Finance,0,Suburban,38,Married,Full-time,7,Own,Townhouse,Female,Public transit,1160526,165789.4286,50–59,16+ yrs,No
42,Bachelor's,Others,1,Urban,10,Married,Part-time,6,Own,Apartment,Male,Biking,561599,93599.83333,40–49,6–10 yrs,No
31,High School,Education,4,Urban,2,Single,Self-employed,1,Own,Single-family home,Female,Car,74210,74210,30–39,0–5 yrs,Yes
52,Bachelor's,Finance,0,Urban,1,Married,Self-employed,1,Own,Apartment,Male,Walking,73444,73444,50–59,0–5 yrs,No
69,Master's,Technology,3,Urban,45,Single,Part-time,5,Own,Apartment,Female,Car,70016,14003.2,60–70,16+ yrs,No
65,Bachelor's,Healthcare,0,Urban,41,Single,Part-time,5,Own,Single-family home,Male,Public transit,66854,13370.8,60–70,16+ yrs,No
51,Bachelor's,Finance,3,Urban,23,Married,Self-employed,5,Own,Single-family home,Male,Car,192172,38434.4,50–59,16+ yrs,No
27,High School,Education,3,Urban,19,Married,Full-time,1,Own,Apartment,Male,Public transit,1067401,1067401,18–29,16+ yrs,Yes
52,Master's,Healthcare,3,Suburban,48,Single,Part-time,3,Own,Single-family home,Female,Public transit,75144,25048,50–59,16+ yrs,Yes
28,Bachelor's,Others,4,Urban,39,Single,Self-employed,6,Own,Single-family home,Female,Public transit,65430,10905,18–29,16+ yrs,Yes
28,Bachelor's,Education,3,Urban,14,Married,Part-time,6,Own,Single-family home,Male,Car,2640146,440024.3333,18–29,11–15 yrs,Yes
38,High School,Technology,4,Urban,5,Single,Full-time,6,Rent,Townhouse,Female,Car,33114,5519,30–39,0–5 yrs,No
38,Doctorate,Finance,0,Urban,19,Married,Part-time,6,Rent,Apartment,Female,Public transit,65392,10898.66667,30–39,16+ yrs,No
39,Bachelor's,Others,3,Urban,21,Single,Full-time,2,Rent,Townhouse,Female,Biking,471833,235916.5,30–39,16+ yrs,Yes
62,Bachelor's,Others,2,Urban,1,Married,Self-employed,6,Own,Apartment,Female,Public transit,43601,7266.833333,60–70,0–5 yrs,No
24,Bachelor's,Technology,0,Suburban,14,Single,Part-time,6,Rent,Single-family home,Female,Public transit,671867,111977.8333,18–29,11–15 yrs,Yes
34,Master's,Technology,5,Urban,47,Married,Self-employed,3,Own,Apartment,Male,Car,66368,22122.66667,30–39,16+ yrs,Yes
